Gene	Name/Alias	HGNC ID	Location	Metabolic pathway	Reference
ATP2B2	ATPase plasma membrane Ca2+ transporting 2	HGNC:815	3p25.3	Transport reactions	
ATP2B4	ATPase plasma membrane Ca2+ transporting 4	HGNC:817	1q32.1	Transport reactions	
ATP2B3	ATPase plasma membrane Ca2+ transporting 3	HGNC:816	Xq28	Transport reactions	
ATP2B4	ATPase plasma membrane Ca2+ transporting 4	HGNC:817	1q32.1	Transport reactions	
CA1	carbonic anhydrase 1	HGNC:1368	8q21.2	Transport reactions	
CA12	carbonic anhydrase 12	HGNC:1371	15q22.2	Transport reactions	
CA13	carbonic anhydrase 13	HGNC:14914	8q21.2	Transport reactions	
CA14	carbonic anhydrase 14	HGNC:1372	1q21.2	Transport reactions	
CA2	carbonic anhydrase 2	HGNC:1373	8q21.2	Transport reactions	
CA3	carbonic anhydrase 3	HGNC:1374	8q21.2	Transport reactions	
CA4	carbonic anhydrase 4	HGNC:1375	17q23.1	Transport reactions	
CA5A	carbonic anhydrase 5A	HGNC:1377	16q24.2	Transport reactions	
CA5B	carbonic anhydrase 5B	HGNC:1378	Xp22.2	Transport reactions	
CA6	carbonic anhydrase 6	HGNC:1380	1p36.23	Transport reactions	
CA7	carbonic anhydrase 7	HGNC:1381	16q22.1	Transport reactions	
CA8	carbonic anhydrase 8	HGNC:1382	8q12.1	Transport reactions	
CA9	carbonic anhydrase 9	HGNC:1383	9p13.3	Transport reactions	
CERT1	ceramide transporter 1	HGNC:2205	5q13.3	Transport reactions	
CP	ceruloplasmin	HGNC:2295	3q24-q25.1	Transport reactions	
CROT	carnitine O-octanoyltransferase	HGNC:2366	7q21.12	Transport reactions	
CSNK1G2	casein kinase 1 gamma 2	HGNC:2455	19p13.3	Transport reactions	
CYP8B1	cytochrome P450 family 8 subfamily B member 1	HGNC:2653	3p22.1	Transport reactions	
DDX19B	DEAD-box helicase 19B	HGNC:2742	16q22.1	Transport reactions	
FOLR1	folate receptor alpha	HGNC:3791	11q13.4	Transport reactions	
FOLR2	folate receptor beta	HGNC:3793	11q13.4	Transport reactions	
FOLR3	folate receptor gamma	HGNC:3795	11q13.4	Transport reactions	
FOSL1	FOS like 1, AP-1 transcription factor subunit	HGNC:13718	11q13.1	Transport reactions	
GLE1	GLE1 RNA export mediator	HGNC:4315	9q34.11	Transport reactions	
GLTP	glycolipid transfer protein	HGNC:24867	12q24.11	Transport reactions	
GPI	glucose-6-phosphate isomerase	HGNC:4458	19q13.11	Transport reactions	
GNPDA1	glucosamine-6-phosphate deaminase 1	HGNC:4417	5q31.3	Transport reactions	
KPNA6	karyopherin subunit alpha 6	HGNC:6399	1p35.2	Transport reactions	
MPC1	mitochondrial pyruvate carrier 1	HGNC:21606	6q27	Transport reactions	
MPC1L	mitochondrial pyruvate carrier 1 like	HGNC:44205	Xp11.4	Transport reactions	
MPC2	mitochondrial pyruvate carrier 2	HGNC:24515	1q24.2	Transport reactions	
NAE1	NEDD8 activating enzyme E1 subunit 1	HGNC:621	16q22.1	Transport reactions	
NDC1	NDC1 transmembrane nucleoporin	HGNC:25525	1p32.3	Transport reactions	
NPC1L1	NPC1 like intracellular cholesterol transporter 1	HGNC:7898	7p13	Transport reactions	
NUP107	nucleoporin 107	HGNC:29914	12q15	Transport reactions	
NUP133	nucleoporin 133	HGNC:18016	1q42.13	Transport reactions	
NUP153	nucleoporin 153	HGNC:8062	6p22.3	Transport reactions	
NUP155	nucleoporin 155	HGNC:8063	5p13.2	Transport reactions	
NUP160	nucleoporin 160	HGNC:18017	11p11.2	Transport reactions	
NUP188	nucleoporin 188	HGNC:17859	9q34.11	Transport reactions	
NUP205	nucleoporin 205	HGNC:18658	7q33	Transport reactions	
NUP210	nucleoporin 210	HGNC:30052	3p25.1	Transport reactions	
NUP214	nucleoporin 214	HGNC:8064	9q34.13	Transport reactions	
NUP35	nucleoporin 35	HGNC:29797	2q32.1	Transport reactions	
NUP37	nucleoporin 37	HGNC:29929	12q23.2	Transport reactions	
NUP43	nucleoporin 43	HGNC:21182	6q25.1	Transport reactions	
NUP50	nucleoporin 50	HGNC:8065	22q13.31	Transport reactions	
NUP54	nucleoporin 54	HGNC:17359	4q21.1	Transport reactions	
NUP58	nucleoporin 58	HGNC:20261	13q12.13	Transport reactions	
NUP62	nucleoporin 62	HGNC:8066	19q13.33	Transport reactions	
NUP85	nucleoporin 85	HGNC:8734	17q25.1	Transport reactions	
NUP88	nucleoporin 88	HGNC:8067	17p13.2	Transport reactions	
NUP93	nucleoporin 93	HGNC:28958	16q13	Transport reactions	
NUP98	nucleoporin 98 and 96 precursor	HGNC:8068	11p15.4	Transport reactions	
NUP42	nucleoporin 42	HGNC:17010	7p15.3	Transport reactions	
POM121	POM121 transmembrane nucleoporin	HGNC:19702	7q11.23	Transport reactions	
POMZP3	POM121 and ZP3 fusion	HGNC:9203	7q11.23	Transport reactions	
PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L	HGNC:16381	3q25.33-q26.1	Transport reactions	
PRKD1	protein kinase D1	HGNC:9407	14q12	Transport reactions	
RAE1	ribonucleic acid export 1	HGNC:9828	20q13.31	Transport reactions	
RNASE7	ribonuclease A family member 7	HGNC:19278	14q11.2	Transport reactions	
RANBP2	RAN binding protein 2	HGNC:9848	2q13	Transport reactions	
SCARB1	scavenger receptor class B member 1	HGNC:1664	12q24.31	Transport reactions	
SEC13	SEC13 homolog, nuclear pore and COPII coat complex component	HGNC:10697	3p25.3	Transport reactions	
SEH1L	SEH1 like nucleoporin	HGNC:30379	18p11.21	Transport reactions	
SLC13A4	solute carrier family 13 member 4	HGNC:15827	7q33	Transport reactions	
SLC15A3	solute carrier family 15 member 3	HGNC:18068	11q12.2	Transport reactions	
SLC15A4	solute carrier family 15 member 4	HGNC:23090	12q24.33	Transport reactions	
SLC16A12	solute carrier family 16 member 12	HGNC:23094	10q23.31	Transport reactions	
SLC16A13	solute carrier family 16 member 13	HGNC:31037	17p13.1	Transport reactions	
SLC16A9	solute carrier family 16 member 9	HGNC:23520	10q21.2	Transport reactions	
SLC17A3	solute carrier family 17 member 3	HGNC:10931	6p22.2	Transport reactions	
SLC17A7	solute carrier family 17 member 7	HGNC:16704	19q13.33	Transport reactions	
SLC22A13	solute carrier family 22 member 13	HGNC:8494	3p22.2	Transport reactions	
SLC22A15	solute carrier family 22 member 15	HGNC:20301	1p13.1	Transport reactions	
SLC22A16	solute carrier family 22 member 16	HGNC:20302	6q21	Transport reactions	
SLC24A3	solute carrier family 24 member 3	HGNC:10977	20p11.23	Transport reactions	
SLC24A4	solute carrier family 24 member 4	HGNC:10978	14q32.12	Transport reactions	
SLC24A5	solute carrier family 24 member 5	HGNC:20611	15q21.1	Transport reactions	
SLC25A21	solute carrier family 25 member 21	HGNC:14411	14q13.3	Transport reactions	
SLC25A28	solute carrier family 25 member 28	HGNC:23472	10q24.2	Transport reactions	
SLC25A37	solute carrier family 25 member 37	HGNC:29786	8p21.2	Transport reactions	
SLC25A4	solute carrier family 25 member 4	HGNC:10990	4q35.1	Transport reactions	
SLC25A5	solute carrier family 25 member 5	HGNC:10991	Xq24	Transport reactions	
SLC25A6	solute carrier family 25 member 6	HGNC:10992	Xp22.32 and Yp11.3	Transport reactions	
SLC26A1	solute carrier family 26 member 1	HGNC:10993	4p16.3	Transport reactions	
SLC26A2	solute carrier family 26 member 2	HGNC:10994	5q32	Transport reactions	
SLC26A3	solute carrier family 26 member 3	HGNC:3018	7q22.3-q31.1	Transport reactions	
SLC2A13	solute carrier family 2 member 13	HGNC:15956	12q12	Transport reactions	
SLC35A1	solute carrier family 35 member A1	HGNC:11021	6q15	Transport reactions	
SLC35C1	solute carrier family 35 member C1	HGNC:20197	11p11.2	Transport reactions	
SLC37A4	solute carrier family 37 member 4	HGNC:4061	11q23.3	Transport reactions	
SLC52A1	solute carrier family 52 member 1	HGNC:30225	17p13.2	Transport reactions	
SLC52A2	solute carrier family 52 member 2	HGNC:30224	8q24.3	Transport reactions	
SLC5A10	solute carrier family 5 member 10	HGNC:23155	17p11.2	Transport reactions	
SLC5A11	solute carrier family 5 member 11	HGNC:23091	16p12.1	Transport reactions	
SLC5A12	solute carrier family 5 member 12	HGNC:28750	11p14.2	Transport reactions	
SLC5A2	solute carrier family 5 member 2	HGNC:11037	16p11.2	Transport reactions	
SLC5A7	solute carrier family 5 member 7	HGNC:14025	2q12.3	Transport reactions	
SLC5A9	solute carrier family 5 member 9	HGNC:22146	1p33	Transport reactions	
SLC6A7	solute carrier family 6 member 7	HGNC:11054	5q32	Transport reactions	
SLC9A7	solute carrier family 9 member A7	HGNC:17123	Xp11.3	Transport reactions	
SLC9A8	solute carrier family 9 member A8	HGNC:20728	20q13.13	Transport reactions	
TPP1	tripeptidyl peptidase 1	HGNC:2073	11p15.4	Transport reactions	
ACD	ACD shelterin complex subunit and telomerase recruitment factor	HGNC:25070	16q22.1	Transport reactions	
TPR	translocated promoter region, nuclear basket protein	HGNC:12017	1q31.1	Transport reactions	
VAPA	VAMP associated protein A	HGNC:12648	18p11.22	Transport reactions	
XPO6	exportin 6	HGNC:19733	16p12.1	Transport reactions	
ABHD12	abhydrolase domain containing 12, lysophospholipase	HGNC:15868	20p11.21	Transport reactions	
ABHD6	abhydrolase domain containing 6, acylglycerol lipase	HGNC:21398	3p14.3	Transport reactions	
ACAA1	acetyl-CoA acyltransferase 1	HGNC:82	3p22.2	Transport reactions	
ACAA2	acetyl-CoA acyltransferase 2	HGNC:83	18q21.1	Transport reactions	
ACACA	acetyl-CoA carboxylase alpha	HGNC:84	17q12	Transport reactions	
ACADM	acyl-CoA dehydrogenase medium chain	HGNC:89	1p31.1	Transport reactions	
ACOX1	acyl-CoA oxidase 1	HGNC:119	17q25.1	Transport reactions	
ACSL1	acyl-CoA synthetase long chain family member 1	HGNC:3569	4q35.1	Transport reactions	
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	HGNC:326	21q22.3	Transport reactions	
AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	HGNC:20885	6q26	Transport reactions	
AGT	angiotensinogen	HGNC:333	1q42.2	Transport reactions	
AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	HGNC:341	2q37.3	Transport reactions	
AK9	adenylate kinase 9	HGNC:33814	6q21	Transport reactions	
ALAS1	5'-aminolevulinate synthase 1	HGNC:396	3p21.2	Transport reactions	
ALDH1A3	aldehyde dehydrogenase 1 family member A3	HGNC:409	15q26.3	Transport reactions	
ALDH3A1	aldehyde dehydrogenase 3 family member A1	HGNC:405	17p11.2	Transport reactions	
ALDH3B2	aldehyde dehydrogenase 3 family member B2	HGNC:411	11q13.2	Transport reactions	
AMN	amnion associated transmembrane protein	HGNC:14604	14q32.32	Transport reactions	
ABCD1	ATP binding cassette subfamily D member 1	HGNC:61	Xq28	Transport reactions	
ANGPTL4	angiopoietin like 4	HGNC:16039	19p13.2	Transport reactions	
APOA1	apolipoprotein A1	HGNC:600	11q23.3	Transport reactions	
APOA2	apolipoprotein A2	HGNC:601	1q23.3	Transport reactions	
APOA5	apolipoprotein A5	HGNC:17288	11q23.3	Transport reactions	
AQP1	aquaporin 1 (Colton blood group)	HGNC:633	7p14.3	Transport reactions	
AQP10	aquaporin 10	HGNC:16029	1q21.3	Transport reactions	
AQP2	aquaporin 2	HGNC:634	12q13.12	Transport reactions	
AQP3	aquaporin 3 (Gill blood group)	HGNC:636	9p13.3	Transport reactions	
AQP4	aquaporin 4	HGNC:637	18q11.2	Transport reactions	
AQP5	aquaporin 5	HGNC:638	12q13.12	Transport reactions	
AQP6	aquaporin 6	HGNC:639	12q13.12	Transport reactions	
AQP7	aquaporin 7	HGNC:640	9p13.3	Transport reactions	
AQP8	aquaporin 8	HGNC:642	16p12.1	Transport reactions	
ARCN1	archain 1	HGNC:649	11q23.3	Transport reactions	
ATP10A	ATPase phospholipid transporting 10A (putative)	HGNC:13542	15q12	Transport reactions	
ATP11A	ATPase phospholipid transporting 11A	HGNC:13552	13q34	Transport reactions	
ATP11C	ATPase phospholipid transporting 11C	HGNC:13554	Xq27.1	Transport reactions	
ATP1A3	ATPase Na+/K+ transporting subunit alpha 3	HGNC:801	19q13.2	Transport reactions	
ATP1A4	ATPase Na+/K+ transporting subunit alpha 4	HGNC:14073	1q23.2	Transport reactions	
ATP1B1	ATPase Na+/K+ transporting subunit beta 1	HGNC:804	1q24.2	Transport reactions	
ATP1B2	ATPase Na+/K+ transporting subunit beta 2	HGNC:805	17p13.1	Transport reactions	
ATP1B3	ATPase Na+/K+ transporting subunit beta 3	HGNC:806	3q23	Transport reactions	
ATP1B4	ATPase Na+/K+ transporting family member beta 4	HGNC:808	Xq24	Transport reactions	
ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1	HGNC:811	16p11.2	Transport reactions	
ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	HGNC:812	12q24.11	Transport reactions	
ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	HGNC:813	17p13.2	Transport reactions	
ATP2C1	ATPase secretory pathway Ca2+ transporting 1	HGNC:13211	3q22.1	Transport reactions	
ATP2C2	ATPase secretory pathway Ca2+ transporting 2	HGNC:29103	16q24.1	Transport reactions	
ATP6V0D1	ATPase H+ transporting V0 subunit d1	HGNC:13724	16q22.1	Transport reactions	
ATP6V0E1	ATPase H+ transporting V0 subunit e1	HGNC:863	5q35.1	Transport reactions	
ATP8A1	ATPase phospholipid transporting 8A1	HGNC:13531	4p13	Transport reactions	
ATP8B1	ATPase phospholipid transporting 8B1	HGNC:3706	18q21.31	Transport reactions	
ATP8B2	ATPase phospholipid transporting 8B2	HGNC:13534	1q21.3	Transport reactions	
BCAP31	B cell receptor associated protein 31	HGNC:16695	Xq28	Transport reactions	
CBX1	chromobox 1	HGNC:1551	17q21.32	Transport reactions	
CD36	CD36 molecule	HGNC:1663	7q21.11	Transport reactions	
CD38	CD38 molecule	HGNC:1667	4p15.32	Transport reactions	
CIDEA	cell death inducing DFFA like effector a	HGNC:1976	18p11.21	Transport reactions	
CLTRN	collectrin, amino acid transport regulator	HGNC:29437	Xp22.2	Transport reactions	
CNDP1	carnosine dipeptidase 1	HGNC:20675	18q22.3	Transport reactions	
CNDP2	carnosine dipeptidase 2	HGNC:24437	18q22.3	Transport reactions	
COPA	COPI coat complex subunit alpha	HGNC:2230	1q23.2	Transport reactions	
COPB1	COPI coat complex subunit beta 1	HGNC:2231	11p15.2	Transport reactions	
COPB2	COPI coat complex subunit beta 2	HGNC:2232	3q23	Transport reactions	
COPE	COPI coat complex subunit epsilon	HGNC:2234	19p13.11	Transport reactions	
COPG1	COPI coat complex subunit gamma 1	HGNC:2236	3q21.3	Transport reactions	
COPG2	COPI coat complex subunit gamma 2	HGNC:2237	7q32.2	Transport reactions	
CPT1A	carnitine palmitoyltransferase 1A	HGNC:2328	11q13.3	Transport reactions	
CPT2	carnitine palmitoyltransferase 2	HGNC:2330	1p32.3	Transport reactions	
CCN2	cellular communication network factor 2	HGNC:2500	6q23.2	Transport reactions	
CUBN	cubilin	HGNC:2548	10p13	Transport reactions	
CYP4A11	cytochrome P450 family 4 subfamily A member 11	HGNC:2642	1p33	Transport reactions	
DAGLA	diacylglycerol lipase alpha	HGNC:1165	11q12.2	Transport reactions	
DBI	diazepam binding inhibitor, acyl-CoA binding protein	HGNC:2690	2q14.2	Transport reactions	
TSPO	translocator protein	HGNC:1158	22q13.2	Transport reactions	
DGAT1	diacylglycerol O-acyltransferase 1	HGNC:2843	8q24.3	Transport reactions	
DPEP1	dipeptidase 1	HGNC:3002	16q24.3	Transport reactions	
DUSP9	dual specificity phosphatase 9	HGNC:3076	Xq28	Transport reactions	
EGFR	epidermal growth factor receptor	HGNC:3236	7p11.2	Transport reactions	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	HGNC:3247	3q27.2	Transport reactions	
ELOVL2	ELOVL fatty acid elongase 2	HGNC:14416	6p24.2	Transport reactions	
ELOVL5	ELOVL fatty acid elongase 5	HGNC:21308	6p12.1	Transport reactions	
ELOVL6	ELOVL fatty acid elongase 6	HGNC:15829	4q25	Transport reactions	
ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	HGNC:24645	18q11.2	Transport reactions	
ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2	HGNC:27230	8p21.1	Transport reactions	
FABP1	fatty acid binding protein 1	HGNC:3555	2p11.2	Transport reactions	
FABP12	fatty acid binding protein 12	HGNC:34524	8q21.13	Transport reactions	
FABP2	fatty acid binding protein 2	HGNC:3556	4q26	Transport reactions	
FABP3	fatty acid binding protein 3	HGNC:3557	1p35.2	Transport reactions	
FABP4	fatty acid binding protein 4	HGNC:3559	8q21.13	Transport reactions	
FABP5	fatty acid binding protein 5	HGNC:3560	8q21.13	Transport reactions	
FABP5P1	fatty acid binding protein 5 pseudogene 1	HGNC:31059	13q22.1	Transport reactions	
FABP6	fatty acid binding protein 6	HGNC:3561	5q33.3	Transport reactions	
FABP7	fatty acid binding protein 7	HGNC:3562	6q22.31	Transport reactions	
FABP9	fatty acid binding protein 9	HGNC:3563	8q21.13	Transport reactions	
FADS1	fatty acid desaturase 1	HGNC:3574	11q12.2	Transport reactions	
FADS2	fatty acid desaturase 2	HGNC:3575	11q12.2	Transport reactions	
FAS	Fas cell surface death receptor	HGNC:11920	10q23.31	Transport reactions	
FASN	fatty acid synthase	HGNC:3594	17q25.3	Transport reactions	
FASN	fatty acid synthase	HGNC:3594	17q25.3	Transport reactions	
FXYD2	FXYD domain containing ion transport regulator 2	HGNC:4026	11q23.3	Transport reactions	
G0S2	G0/G1 switch 2	HGNC:30229	1q32.2	Transport reactions	
CBLIF	cobalamin binding intrinsic factor	HGNC:4268	11q12.1	Transport reactions	
MT3	metallothionein 3	HGNC:7408	16q13	Transport reactions	
MIF	macrophage migration inhibitory factor	HGNC:7097	22q11.23	Transport reactions	
GLIPR1	GLI pathogenesis related 1	HGNC:17001	12q21.2	Transport reactions	
GPD1	glycerol-3-phosphate dehydrogenase 1	HGNC:4455	12q13.12	Transport reactions	
GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	HGNC:24945	8q24.3	Transport reactions	
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	HGNC:4803	2p23.3	Transport reactions	
HAS1	hyaluronan synthase 1	HGNC:4818	19q13.41	Transport reactions	
DDX18	DEAD-box helicase 18	HGNC:2741	2q14.1	Transport reactions	
HNF1A-AS1	HNF1A antisense RNA 1	HGNC:26785	12q24.31	Transport reactions	
HAS2	hyaluronan synthase 2	HGNC:4819	8q24.13	Transport reactions	
HAS3	hyaluronan synthase 3	HGNC:4820	16q22.1	Transport reactions	
HDLBP	high density lipoprotein binding protein	HGNC:4857	2q37.3	Transport reactions	
HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	HGNC:5007	5p12	Transport reactions	
HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	HGNC:5008	1p12	Transport reactions	
HSPG2	heparan sulfate proteoglycan 2	HGNC:5273	1p36.12	Transport reactions	
HYAL3	hyaluronidase 3	HGNC:5322	3p21.31	Transport reactions	
IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma	HGNC:5386	Xq28	Transport reactions	
L1CAM	L1 cell adhesion molecule	HGNC:6470	Xq28	Transport reactions	
LDLR	low density lipoprotein receptor	HGNC:6547	19p13.2	Transport reactions	
LENG9	leukocyte receptor cluster member 9	HGNC:16306	19q13.42	Transport reactions	
LPCAT4	lysophosphatidylcholine acyltransferase 4	HGNC:30059	15q14	Transport reactions	
LPGAT1	lysophosphatidylglycerol acyltransferase 1	HGNC:28985	1q32.3	Transport reactions	
LPL	lipoprotein lipase	HGNC:6677	8p21.3	Transport reactions	
MBOAT2	membrane bound O-acyltransferase domain containing 2	HGNC:25193	2p25.1	Transport reactions	
MBOAT7	membrane bound O-acyltransferase domain containing 7	HGNC:15505	19q13.42	Transport reactions	
ME1	malic enzyme 1	HGNC:6983	6q14.2	Transport reactions	
PCDHB16	protocadherin beta 16	HGNC:14546	5q31.3	Transport reactions	
MGLL	monoglyceride lipase	HGNC:17038	3q21.3	Transport reactions	
MMAA	metabolism of cobalamin associated A	HGNC:18871	4q31.21	Transport reactions	
MTTP	microsomal triglyceride transfer protein	HGNC:7467	4q23	Transport reactions	
MT-TP	mitochondrially encoded tRNA-Pro (CCN)	HGNC:7494	mitochondria	Transport reactions	
MYO5B	myosin VB	HGNC:7603	18q	Transport reactions	
NME1	NME/NM23 nucleoside diphosphate kinase 1	HGNC:7849	17q21.33	Transport reactions	
RMRP	RNA component of mitochondrial RNA processing endoribonuclease	HGNC:10031	9p13.3	Transport reactions	
NME1-NME2	NME1-NME2 readthrough	HGNC:33531	17q21.33	Transport reactions	
NME2	NME/NM23 nucleoside diphosphate kinase 2	HGNC:7850	17q21.33	Transport reactions	
NME3	NME/NM23 nucleoside diphosphate kinase 3	HGNC:7851	16p13.3	Transport reactions	
NME4	NME/NM23 nucleoside diphosphate kinase 4	HGNC:7852	16p13.3	Transport reactions	
NME5	NME/NM23 family member 5	HGNC:7853	5q31.2	Transport reactions	
NME6	NME/NM23 nucleoside diphosphate kinase 6	HGNC:20567	3p21.31	Transport reactions	
NME7	NME/NM23 family member 7	HGNC:20461	1q24.2	Transport reactions	
NNT	nicotinamide nucleotide transhydrogenase	HGNC:7863	5p12	Transport reactions	
NPAS2	neuronal PAS domain protein 2	HGNC:7895	2q11.2	Transport reactions	
NPC1	NPC intracellular cholesterol transporter 1	HGNC:7897	18q11.2	Transport reactions	
NUP210L	nucleoporin 210 like	HGNC:29915	1q21.3	Transport reactions	
NUP62CL	nucleoporin 62 C-terminal like	HGNC:25960	Xq22.3	Transport reactions	
OCA2	OCA2 melanosomal transmembrane protein	HGNC:8101	15q12-q13.1	Transport reactions	
OXSM	3-oxoacyl-ACP synthase, mitochondrial	HGNC:26063	3p24.2	Transport reactions	
PDIA2	protein disulfide isomerase family A member 2	HGNC:14180	16p13.3	Transport reactions	
PDK4	pyruvate dehydrogenase kinase 4	HGNC:8812	7q21.3	Transport reactions	
PDZD4	PDZ domain containing 4	HGNC:21167	Xq28	Transport reactions	
PEPD	peptidase D	HGNC:8840	19q13.11	Transport reactions	
PEX11A	peroxisomal biogenesis factor 11 alpha	HGNC:8852	15q26.1	Transport reactions	
PLIN1	perilipin 1	HGNC:9076	15q26.1	Transport reactions	
PLIN2	perilipin 2	HGNC:248	9p22.1	Transport reactions	
PLTP	phospholipid transfer protein	HGNC:9093	20q13.12	Transport reactions	
PLXNB3	plexin B3	HGNC:9105	Xq28	Transport reactions	
PNCK	pregnancy up-regulated nonubiquitous CaM kinase	HGNC:13415	Xq28	Transport reactions	
PNPLA2	patatin like phospholipase domain containing 2	HGNC:30802	11p15.5	Transport reactions	
PNPLA3	patatin like phospholipase domain containing 3	HGNC:18590	22q13.31	Transport reactions	
PTGS1	prostaglandin-endoperoxide synthase 1	HGNC:9604	9q33.2	Transport reactions	
PTGS2	prostaglandin-endoperoxide synthase 2	HGNC:9605	1q31.1	Transport reactions	
RALBP1	ralA binding protein 1	HGNC:9841	18p11.22	Transport reactions	
RGL1	ral guanine nucleotide dissociation stimulator like 1	HGNC:30281	1q25.3	Transport reactions	
RHAG	Rh associated glycoprotein	HGNC:10006	6p12.3	Transport reactions	
RHBG	Rh family B glycoprotein	HGNC:14572	1q22	Transport reactions	
RHCG	Rh family C glycoprotein	HGNC:18140	15q26.1	Transport reactions	
SCD	stearoyl-CoA desaturase	HGNC:10571	10q24.31	Transport reactions	
SLC22A5	solute carrier family 22 member 5	HGNC:10969	5q31.1	Transport reactions	
SCP2	sterol carrier protein 2	HGNC:10606	1p32.3	Transport reactions	
SYCP2	synaptonemal complex protein 2	HGNC:11490	20q13.33	Transport reactions	
CTDSP2	CTD small phosphatase 2	HGNC:17077	12q14.1	Transport reactions	
SDC1	syndecan 1	HGNC:10658	2p24.1	Transport reactions	
SFXN1	sideroflexin 1	HGNC:16085	5q35.2	Transport reactions	
SFXN3	sideroflexin 3	HGNC:16087	10q24.31	Transport reactions	
SLC10A1	solute carrier family 10 member 1	HGNC:10905	14q24.1	Transport reactions	
SLC10A2	solute carrier family 10 member 2	HGNC:10906	13q33.1	Transport reactions	
SLC10A6	solute carrier family 10 member 6	HGNC:30603	4q21.3	Transport reactions	
SLC11A1	solute carrier family 11 member 1	HGNC:10907	2q35	Transport reactions	
SLC11A2	solute carrier family 11 member 2	HGNC:10908	12q13.12	Transport reactions	
SLC12A1	solute carrier family 12 member 1	HGNC:10910	15q21.1	Transport reactions	
SLC12A2	solute carrier family 12 member 2	HGNC:10911	5q23.3	Transport reactions	
SLC12A4	solute carrier family 12 member 4	HGNC:10913	16q22.1	Transport reactions	
SLC12A5	solute carrier family 12 member 5	HGNC:13818	20q13.12	Transport reactions	
SLC12A6	solute carrier family 12 member 6	HGNC:10914	15q14	Transport reactions	
SLC12A7	solute carrier family 12 member 7	HGNC:10915	5p15.33	Transport reactions	
SLC13A1	solute carrier family 13 member 1	HGNC:10916	7q31.32	Transport reactions	
SLC13A2	solute carrier family 13 member 2	HGNC:10917	17q11.2	Transport reactions	
SLC13A3	solute carrier family 13 member 3	HGNC:14430	20q13.12	Transport reactions	
SLC13A5	solute carrier family 13 member 5	HGNC:23089	17p13.1	Transport reactions	
SLC14A1	solute carrier family 14 member 1 (Kidd blood group)	HGNC:10918	18q12.3	Transport reactions	
SLC14A2	solute carrier family 14 member 2	HGNC:10919	18q12.3	Transport reactions	
SLC15A1	solute carrier family 15 member 1	HGNC:10920	13q32.2-q32.3	Transport reactions	
SLC15A2	solute carrier family 15 member 2	HGNC:10921	3q13.33	Transport reactions	
SLC16A1	solute carrier family 16 member 1	HGNC:10922	1p13.2	Transport reactions	
SLC16A10	solute carrier family 16 member 10	HGNC:17027	6q21	Transport reactions	
SLC16A2	solute carrier family 16 member 2	HGNC:10923	Xq13.2	Transport reactions	
SLC16A3	solute carrier family 16 member 3	HGNC:10924	17q25.3	Transport reactions	
SLC16A4	solute carrier family 16 member 4	HGNC:10925	1p13.3	Transport reactions	
SLC16A5	solute carrier family 16 member 5	HGNC:10926	17q25.1	Transport reactions	
SLC16A6	solute carrier family 16 member 6	HGNC:10927	17q24.2	Transport reactions	
SLC16A7	solute carrier family 16 member 7	HGNC:10928	12q14.1	Transport reactions	
SLC16A8	solute carrier family 16 member 8	HGNC:16270	22q13.1	Transport reactions	
SLC17A1	solute carrier family 17 member 1	HGNC:10929	6p22.2	Transport reactions	
SLC17A2	solute carrier family 17 member 2	HGNC:10930	6p22.2	Transport reactions	
SLC34A1	solute carrier family 34 member 1	HGNC:11019	5q35.3	Transport reactions	
SLC17A4	solute carrier family 17 member 4	HGNC:10932	6p22.2	Transport reactions	
SLC17A5	solute carrier family 17 member 5	HGNC:10933	6q13	Transport reactions	
SLC17A6	solute carrier family 17 member 6	HGNC:16703	11p14.3	Transport reactions	
SLC17A8	solute carrier family 17 member 8	HGNC:20151	12q23.1	Transport reactions	
SLC18A1	solute carrier family 18 member A1	HGNC:10934	8p21.3	Transport reactions	
SLC18A2	solute carrier family 18 member A2	HGNC:10935	10q25.3	Transport reactions	
SLC18A3	solute carrier family 18 member A3	HGNC:10936	10q11.23	Transport reactions	
SLC19A1	solute carrier family 19 member 1	HGNC:10937	21q22.3	Transport reactions	
SLC19A2	solute carrier family 19 member 2	HGNC:10938	1q24.2	Transport reactions	
SLC19A3	solute carrier family 19 member 3	HGNC:16266	2q36.3	Transport reactions	
